qid,granite_dense,gte_dense,bm25
1057,0.0,0.0,0.0
1058,0.75,0.75,0.75
1059,0.5,1.0,0.5
106,0.5,0.25,0.25
1060,0.75,1.0,1.0
1061,0.5,0.5,0.75
1062,0.0,0.0,0.0
1063,0.0,0.0,0.0
1064,0.75,0.75,0.25
1065,0.5,0.5,0.25
1066,0.75,0.75,0.75
1067,0.75,1.0,1.0
1068,0.0,0.0,0.0
1069,0.25,0.0,0.0
107,0.5,0.5,0.25
1070,0.0,0.0,0.5
1071,0.25,0.25,0.25
1072,0.0,0.0,0.0
1073,0.25,0.25,0.25
1074,0.5,0.75,0.5
1075,0.0,0.0,0.0
1076,0.25,0.25,0.25
1077,0.25,0.0,0.0
1078,0.0,0.0,1.0
1079,0.0,0.0,0.0
108,0.75,0.75,0.75
1080,0.5,0.5,0.5
1081,0.25,0.25,0.25
1082,0.0,0.0,0.0
1083,0.5,0.0,1.0
1084,0.0,0.0,0.0
1085,0.0,0.25,0.0
1086,0.75,0.75,0.75
1087,0.75,0.75,0.75
1088,1.0,1.0,1.0
1089,0.5,0.5,0.5
109,0.75,0.75,1.0
1090,0.75,0.75,0.0
1091,0.25,0.25,0.25
1092,0.25,0.25,0.0
1093,0.75,0.75,0.5
1094,0.25,0.0,0.25
1095,0.75,0.75,0.5
1096,0.25,0.25,0.5
1097,0.0,0.0,0.0
1098,0.0,0.0,0.0
1099,0.0,0.0,0.0
11,0.0,0.0,0.0
110,0.0,0.0,0.0
1100,0.0,0.0,0.0
1101,0.0,0.0,0.0
1102,0.25,0.25,0.25
1103,0.25,0.25,0.0
1104,0.25,0.25,0.0
1105,0.5,0.5,0.25
1106,0.75,1.0,0.5
1107,0.5,0.5,0.75
1108,0.75,0.75,0.5
1109,0.5,0.5,0.25
111,0.5,0.5,0.5
1110,0.0,0.0,0.0
1111,0.0,0.25,0.5
1112,0.0,0.0,0.0
1113,0.0,0.0,0.0
1114,0.25,0.25,0.5
1115,0.5,0.5,0.75
1116,1.0,0.75,0.5
1117,0.25,0.25,0.25
1118,0.0,0.0,0.0
1119,0.25,0.25,0.25
112,0.0,0.0,0.0
1120,0.75,0.75,1.0
1121,0.75,1.0,1.0
1122,0.0,0.0,0.0
1123,0.75,0.75,0.5
1124,0.0,0.0,0.0
1125,0.0,0.0,0.0
1126,0.25,0.25,0.5
1127,0.5,0.25,0.25
1128,0.0,0.0,0.0
1129,0.0,0.0,0.0
113,0.5,0.5,0.0
1130,0.0,0.5,0.5
1131,0.75,1.0,1.0
1132,0.25,0.25,0.0
1133,0.5,0.5,0.75
1134,0.5,0.5,0.0
1135,0.75,0.75,1.0
1136,0.0,0.25,0.5
1137,0.0,0.25,0.0
1138,0.0,0.0,0.0
1139,0.0,0.0,0.0
114,0.0,0.0,0.0
1140,0.25,0.5,0.5
1141,0.75,0.5,0.75
1142,0.0,0.0,0.5
1143,0.25,0.25,0.0
1144,0.0,0.0,0.0
1145,0.5,0.75,0.5
1146,0.25,0.25,0.75
1147,0.5,0.5,0.25
1148,0.0,0.25,0.5
1149,0.25,0.25,0.5
115,1.0,0.75,0.75
1150,0.75,0.5,0.75
1151,0.25,0.5,0.75
1152,1.0,1.0,1.0
1153,0.5,0.5,0.5
1154,0.25,0.25,0.25
1155,0.75,0.75,0.5
1156,0.5,0.5,0.75
1157,0.5,0.75,1.0
1158,0.5,0.5,1.0
1159,0.5,0.5,0.25
116,1.0,1.0,1.0
1160,1.0,1.0,1.0
1161,0.25,0.25,0.25
1162,0.0,0.25,0.0
1163,0.25,0.0,0.5
1164,0.75,0.75,0.5
1165,0.75,0.5,0.75
1166,0.75,0.75,0.5
1167,0.0,0.0,0.0
1168,0.5,0.75,0.75
1169,0.25,0.5,0.0
117,0.75,1.0,0.75
1170,0.5,0.5,1.0
1171,0.0,0.0,0.0
1172,0.0,0.25,0.0
1173,1.0,1.0,1.0
1174,0.0,0.0,0.0
1175,0.75,0.75,1.0
1176,0.5,0.5,0.25
1177,0.5,0.5,1.0
1178,0.75,0.75,0.75
1179,1.0,0.75,1.0
118,0.0,0.0,0.0
1180,0.5,0.75,0.25
1181,0.0,0.0,0.0
1182,0.5,0.5,0.0
1183,0.25,0.25,0.25
1184,0.5,0.25,0.25
1185,0.75,1.0,0.25
1186,0.0,0.0,0.0
1187,0.75,1.0,1.0
1188,0.0,0.0,0.0
1189,1.0,1.0,0.5
119,1.0,1.0,1.0
1190,0.25,0.25,0.0
1191,0.25,0.0,0.0
1192,0.0,0.5,1.0
1193,0.0,0.25,0.0
1194,1.0,1.0,1.0
1195,0.0,0.25,0.25
1196,0.0,0.0,0.5
1197,0.0,0.0,0.0
1198,0.0,0.0,0.0
1199,0.0,0.0,0.0
12,0.5,0.25,0.75
120,0.0,0.0,0.0
1200,0.0,0.0,0.0
1201,0.0,0.0,0.0
1202,0.25,0.5,0.25
1203,0.25,0.25,0.0
1204,0.25,0.25,0.75
1205,0.0,0.0,0.0
1206,0.25,0.25,0.25
1207,0.75,1.0,1.0
1208,1.0,1.0,1.0
1209,0.75,1.0,0.75
121,0.0,0.0,0.0
1210,0.25,0.25,0.0
1211,0.5,0.5,0.75
1212,0.25,0.25,0.0
1213,0.5,0.75,1.0
1214,0.0,0.0,0.0
1215,0.5,0.75,0.75
1216,0.75,0.75,0.75
1217,0.0,0.25,0.0
1218,0.0,0.0,0.0
1219,0.0,0.0,0.5
122,0.0,0.0,0.0
1220,0.0,0.0,0.0
1221,0.5,0.5,0.75
1222,0.5,0.75,0.75
1223,0.25,0.25,0.25
1224,1.0,1.0,1.0
1225,0.75,0.75,0.25
1226,0.0,0.0,0.0
1227,0.25,0.0,0.25
1228,0.5,0.25,0.5
1229,1.0,1.0,1.0
123,0.5,0.5,0.5
1230,0.75,0.75,0.25
1231,0.5,0.5,0.5
1232,0.5,0.5,0.0
1233,0.25,0.5,0.5
1234,0.0,0.0,0.5
1235,1.0,1.0,1.0
1236,0.0,0.25,0.0
1237,1.0,0.75,1.0
1238,0.0,0.0,0.0
1239,0.25,0.5,0.0
124,0.0,0.25,0.0
1240,0.0,0.0,0.0
1241,0.25,0.25,0.75
1242,0.0,0.0,0.5
1243,0.0,0.0,0.0
1244,0.0,0.0,0.0
1245,0.0,0.0,0.0
1246,0.5,0.75,0.25
1247,0.0,0.0,0.0
1248,0.5,0.25,0.5
1249,0.25,0.25,0.25
125,0.5,0.5,0.25
1250,0.25,0.25,0.0
1251,0.5,0.5,0.0
1252,0.5,0.25,0.5
1253,1.0,1.0,1.0
1254,1.0,1.0,0.25
1255,0.25,0.25,0.5
1256,0.0,0.25,0.0
1257,1.0,1.0,0.0
1258,0.5,0.5,0.75
1259,0.25,0.25,0.25
126,0.0,0.0,0.0
1260,0.0,0.25,0.0
1261,1.0,1.0,0.5
1262,0.75,0.75,0.75
1263,1.0,1.0,0.75
1264,0.0,0.0,0.75
1265,0.75,0.75,0.25
1266,0.5,0.5,0.0
1267,0.0,0.0,0.0
1268,0.0,0.0,0.0
1269,1.0,1.0,1.0
127,0.0,0.0,0.0
1270,0.0,0.0,0.0
1271,0.0,0.0,0.0
1272,1.0,1.0,1.0
1273,0.75,0.5,0.75
1274,0.75,0.75,0.75
1275,0.0,0.25,0.0
1276,0.75,1.0,1.0
1277,0.25,0.75,0.5
1278,0.25,0.0,0.0
1279,0.0,0.0,0.0
128,0.0,0.0,0.0
1280,0.0,0.0,0.0
1281,0.25,0.0,0.25
1282,0.75,0.5,0.5
1283,0.25,0.25,0.0
1284,0.0,0.0,0.0
1285,0.75,0.75,0.5
1286,0.5,0.75,0.5
1287,0.75,0.75,0.75
1288,0.5,0.5,1.0
1289,1.0,0.5,0.5
129,0.25,0.0,0.25
1290,0.0,0.0,0.0
1291,0.75,1.0,0.75
1292,0.0,0.0,0.0
1293,1.0,1.0,1.0
1294,0.0,0.0,0.25
1295,0.25,0.0,0.0
1296,1.0,1.0,1.0
1297,0.25,0.5,0.25
1298,0.5,0.75,0.25
1299,0.25,0.25,0.25
13,0.25,0.5,0.75
130,0.0,0.0,0.0
1300,0.75,0.75,1.0
1301,0.5,0.5,0.5
1302,0.25,0.25,0.25
1303,0.25,0.25,0.25
1304,1.0,1.0,0.75
1305,0.0,0.0,0.0
1306,0.75,0.75,0.25
1307,0.75,0.25,0.75
1308,0.0,0.0,0.0
1309,0.0,0.0,0.0
131,0.25,0.25,0.0
1310,0.0,0.0,0.0
1311,1.0,1.0,0.5
1312,0.25,0.25,0.25
1313,0.5,0.5,1.0
1314,0.75,0.75,0.75
1315,0.75,0.75,0.5
1316,0.0,0.0,0.5
1317,0.0,0.25,0.25
1318,0.0,0.0,0.0
1319,0.5,0.5,0.5
132,0.0,0.0,0.0
1320,0.75,0.75,0.75
1321,0.75,0.75,0.5
1322,1.0,1.0,1.0
1323,0.0,0.0,0.0
1324,0.0,0.0,0.0
1325,0.5,0.5,0.0
1326,0.5,0.5,0.0
1327,1.0,1.0,1.0
1328,0.75,1.0,1.0
1329,1.0,1.0,0.5
133,0.0,0.0,0.0
1330,0.0,0.0,0.0
1331,1.0,1.0,0.75
1332,0.0,0.0,0.0
1333,0.75,0.75,0.25
1334,0.0,0.0,0.0
1335,0.25,0.25,0.25
1336,0.75,0.5,0.75
1337,0.0,0.0,0.0
1338,0.0,0.25,0.25
1339,0.25,0.25,0.0
134,0.0,0.25,0.5
1340,0.5,0.5,0.75
1341,0.0,0.0,0.0
1342,0.75,0.5,0.5
1343,0.0,0.0,0.5
1344,0.25,0.0,0.25
1345,0.75,0.5,1.0
1346,0.25,0.25,0.25
1347,0.5,0.5,1.0
1348,0.0,0.25,0.0
1349,0.0,1.0,0.5
135,0.0,0.0,0.0
1350,0.5,0.25,0.0
1351,0.25,0.0,0.0
1352,0.5,0.5,0.0
1353,1.0,1.0,0.5
1354,0.75,1.0,0.5
1355,0.5,0.75,0.75
1356,0.25,0.25,0.0
1357,0.25,0.0,0.25
1358,0.0,0.0,0.0
1359,0.0,0.25,0.0
136,0.0,0.0,0.0
1360,1.0,1.0,0.75
1361,0.25,0.0,0.0
1362,1.0,0.75,0.0
1363,0.25,0.25,0.0
1364,0.0,0.0,0.25
1365,0.0,0.0,0.25
1366,0.0,0.0,0.0
1367,0.5,0.75,0.75
1368,0.0,0.0,0.0
1369,0.75,1.0,1.0
137,0.0,0.0,0.0
1370,0.5,0.25,0.25
1371,0.0,0.25,0.25
1372,0.0,0.0,0.0
1373,0.75,0.0,0.5
1374,0.0,0.0,0.75
1375,0.0,0.0,0.0
1376,0.0,0.0,0.0
1377,0.0,0.0,0.0
1378,0.0,0.0,0.0
1379,0.75,1.0,1.0
138,0.0,0.0,0.0
1380,0.0,0.0,0.0
1381,0.5,0.5,0.5
1382,0.0,0.0,0.0
1383,0.25,0.25,0.0
1384,0.5,1.0,0.75
1385,0.75,0.75,1.0
1386,1.0,1.0,0.5
1387,0.0,0.0,0.0
1388,0.5,0.5,0.75
1389,0.75,1.0,0.75
139,0.0,0.0,0.0
1390,0.0,0.0,0.0
1391,0.25,0.5,0.75
1392,0.0,0.0,0.0
1393,0.25,0.25,0.0
1394,0.0,0.25,0.25
1395,0.0,0.0,0.25
1396,0.0,0.0,0.0
1397,1.0,0.75,0.5
1398,0.25,0.5,0.5
1399,0.5,0.25,0.5
14,0.0,0.0,0.0
140,0.0,0.0,0.25
1400,0.5,0.25,0.25
1401,0.0,0.25,0.25
1402,0.0,0.0,0.0
1403,0.25,0.25,0.0
1404,0.0,0.0,0.0
1405,0.25,0.25,0.25
1406,0.0,0.0,0.0
1407,0.0,0.25,0.5
1408,0.0,0.0,0.0
1409,0.0,0.0,0.0
141,0.0,0.0,0.0
1410,0.75,0.5,0.5
1411,0.5,1.0,0.5
1412,1.0,1.0,1.0
1413,0.0,0.0,0.0
1414,0.5,0.5,0.75
1415,0.5,0.5,0.5
1416,0.0,0.0,0.0
1417,0.0,0.0,0.0
1418,0.5,0.5,0.5
1419,0.5,0.5,0.25
142,0.0,0.0,0.0
1420,0.25,0.25,0.0
1421,0.0,0.0,0.0
1422,0.0,0.0,0.0
1423,1.0,1.0,1.0
1424,0.75,1.0,0.75
1425,0.25,0.25,0.0
1426,0.0,0.0,0.0
1427,0.5,0.25,0.0
1428,0.0,0.0,0.0
1429,0.75,0.75,0.5
143,0.0,0.0,0.0
1430,0.0,0.0,0.0
1431,0.75,0.75,0.75
1432,0.25,0.0,0.25
1433,0.25,0.5,0.25
1434,0.0,0.0,0.25
1435,0.0,0.0,0.0
1436,0.25,0.0,0.0
1437,1.0,1.0,0.25
1438,0.25,0.0,0.25
1439,0.0,0.0,0.0
144,0.0,0.0,0.0
1440,0.0,0.0,0.0
1441,0.75,0.75,0.75
1442,0.5,0.75,0.75
1443,1.0,1.0,0.5
1444,0.0,0.0,0.0
1445,0.0,0.0,0.0
1446,0.75,0.75,0.25
1447,0.0,0.0,0.0
